name,kind,dom,ctry,cat,scat,spec,ext,desc,deleted,new,SISO,alt
UK_PLAT_LAND_AFV_FV_510_WARRIOR,1,1,224,2,8,0,0,FV 510 Warrior,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_711_FERRET,1,1,224,2,9,0,0,FV 711 Ferret,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_721_FOX,1,1,224,2,10,0,0,FV 721 Fox,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_DELETED,1,1,224,2,11,0,0,(deleted),1,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_102_STRIKER,1,1,224,2,12,0,0,FV 102 Striker,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_101_SCORPION,1,1,224,2,13,0,0,FV 101 Scorpion,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AFV_FV_106_SAMSON,1,1,224,2,14,0,0,FV 106 Samson,0,0,0,UK_PLAT_LAND_AFV
UK_PLAT_LAND_AUV,1,1,224,3,0,0,0,U.K. Land Platforms Armored utility vehicle,0,0,0,0
UK_PLAT_LAND_AUV_FV_4204_CHIEFTAIN_ARV,1,1,224,3,1,0,0,FV 4204 Chieftain ARV,0,0,0,UK_PLAT_LAND_AUV
UK_PLAT_LAND_AUV_CHALLENGER_ARV,1,1,224,3,2,0,0,Challenger ARV,0,0,0,UK_PLAT_LAND_AUV
UK_PLAT_LAND_AUV_FV_4003_CENTURION_MK_5_AVRE,1,1,224,3,3,0,0,FV 4003 Centurion (MK 5) AVRE,0,0,0,UK_PLAT_LAND_AUV
UK_PLAT_LAND_AUV_CHIEFTAIN_AVRE,1,1,224,3,4,0,0,Chieftain AVRE,0,0,0,UK_PLAT_LAND_AUV
UK_PLAT_LAND_AUV_COMBAT_ENGINEER_TRAC,1,1,224,3,5,0,0,Combat Engineer tractor,0,0,0,UK_PLAT_LAND_AUV
UK_PLAT_LAND_AUV_FV_4205_CHIEFTAIN_AVLB,1,1,224,3,6,0,0,FV 4205 Chieftain AVLB,0,0,0,UK_PLAT_LAND_AUV
